timestamp,user,src_ip,url,action,category,bytes_sent,bytes_received,user_agent,threat_name
2024-01-15T01:00:00Z,jsmith,10.0.0.10,https://google.com/search,ALLOW,Productivity,4447,47522,Mozilla/5.0 (Windows NT 10.0; Win64; x64),
2024-01-15T01:07:12Z,jsmith,10.0.0.10,https://google.com/search,ALLOW,Productivity,1852,28531,Mozilla/5.0 (Windows NT 10.0; Win64; x64),
2024-01-15T01:07:48Z,bjones,10.0.0.11,https://github.com/pulls,ALLOW,Productivity,2353,15745,Mozilla/5.0 (Windows NT 10.0; Win64; x64),
2024-01-15T01:08:24Z,mwilson,10.0.0.12,https://slack.com/messages,ALLOW,Productivity,3572,13506,Mozilla/5.0 (Windows NT 10.0; Win64; x64),
2024-01-15T01:09:00Z,alee,10.0.0.10,https://zoom.us/join,ALLOW,Productivity,166,14596,Mozilla/5.0 (Windows NT 10.0; Win64; x64),
2024-01-15T01:09:36Z,jsmith,10.0.0.11,https://outlook.office365.com,ALLOW,Productivity,1864,35151,Mozilla/5.0 (Windows NT 10.0; Win64; x64),
2024-01-15T01:10:12Z,bjones,10.0.0.12,https://stackoverflow.com/questions,ALLOW,Productivity,3211,12988,Mozilla/5.0 (Windows NT 10.0; Win64; x64),
2024-01-15T01:10:48Z,mwilson,10.0.0.10,https://google.com/search,ALLOW,Productivity,2543,15470,Mozilla/5.0 (Windows NT 10.0; Win64; x64),
2024-01-15T01:11:24Z,alee,10.0.0.11,https://github.com/pulls,ALLOW,Productivity,3719,36941,Mozilla/5.0 (Windows NT 10.0; Win64; x64),
2024-01-15T01:12:00Z,jsmith,10.0.0.12,https://slack.com/messages,ALLOW,Productivity,2376,34674,Mozilla/5.0 (Windows NT 10.0; Win64; x64),
2024-01-15T01:12:36Z,bjones,10.0.0.10,https://zoom.us/join,ALLOW,Productivity,1776,46092,Mozilla/5.0 (Windows NT 10.0; Win64; x64),
2024-01-15T01:13:12Z,mwilson,10.0.0.11,https://outlook.office365.com,ALLOW,Productivity,1381,31870,Mozilla/5.0 (Windows NT 10.0; Win64; x64),
2024-01-15T01:13:48Z,alee,10.0.0.12,https://stackoverflow.com/questions,ALLOW,Productivity,4201,14544,Mozilla/5.0 (Windows NT 10.0; Win64; x64),
2024-01-15T01:14:24Z,jsmith,10.0.0.10,https://google.com/search,ALLOW,Productivity,4444,11287,Mozilla/5.0 (Windows NT 10.0; Win64; x64),
2024-01-15T01:15:00Z,bjones,10.0.0.11,https://github.com/pulls,ALLOW,Productivity,2755,34930,Mozilla/5.0 (Windows NT 10.0; Win64; x64),
2024-01-15T01:15:36Z,mwilson,10.0.0.12,https://slack.com/messages,ALLOW,Productivity,2428,35321,Mozilla/5.0 (Windows NT 10.0; Win64; x64),
2024-01-15T01:16:12Z,alee,10.0.0.10,https://zoom.us/join,ALLOW,Productivity,3657,1164,Mozilla/5.0 (Windows NT 10.0; Win64; x64),
2024-01-15T01:16:48Z,jsmith,10.0.0.11,https://outlook.office365.com,ALLOW,Productivity,957,45177,Mozilla/5.0 (Windows NT 10.0; Win64; x64),
2024-01-15T01:17:24Z,bjones,10.0.0.12,https://stackoverflow.com/questions,ALLOW,Productivity,1574,45611,Mozilla/5.0 (Windows NT 10.0; Win64; x64),
2024-01-15T01:18:00Z,mwilson,10.0.0.10,https://google.com/search,ALLOW,Productivity,1912,26524,Mozilla/5.0 (Windows NT 10.0; Win64; x64),
2024-01-15T01:18:36Z,alee,10.0.0.11,https://github.com/pulls,ALLOW,Productivity,3999,11955,Mozilla/5.0 (Windows NT 10.0; Win64; x64),
2024-01-15T01:19:12Z,jsmith,10.0.0.12,https://slack.com/messages,ALLOW,Productivity,3738,16353,Mozilla/5.0 (Windows NT 10.0; Win64; x64),
2024-01-15T01:19:48Z,bjones,10.0.0.10,https://zoom.us/join,ALLOW,Productivity,3064,48963,Mozilla/5.0 (Windows NT 10.0; Win64; x64),
2024-01-15T01:20:24Z,mwilson,10.0.0.11,https://outlook.office365.com,ALLOW,Productivity,1990,2070,Mozilla/5.0 (Windows NT 10.0; Win64; x64),
2024-01-15T01:21:00Z,alee,10.0.0.12,https://stackoverflow.com/questions,ALLOW,Productivity,2745,1521,Mozilla/5.0 (Windows NT 10.0; Win64; x64),
2024-01-15T01:21:36Z,jsmith,10.0.0.10,https://google.com/search,ALLOW,Productivity,3338,45511,Mozilla/5.0 (Windows NT 10.0; Win64; x64),
2024-01-15T01:22:12Z,bjones,10.0.0.11,https://github.com/pulls,ALLOW,Productivity,3836,37802,Mozilla/5.0 (Windows NT 10.0; Win64; x64),
2024-01-15T01:22:48Z,mwilson,10.0.0.12,https://slack.com/messages,ALLOW,Productivity,371,507,Mozilla/5.0 (Windows NT 10.0; Win64; x64),
2024-01-15T01:23:24Z,alee,10.0.0.10,https://zoom.us/join,ALLOW,Productivity,224,27495,Mozilla/5.0 (Windows NT 10.0; Win64; x64),
2024-01-15T01:24:00Z,jsmith,10.0.0.11,https://outlook.office365.com,ALLOW,Productivity,2971,15476,Mozilla/5.0 (Windows NT 10.0; Win64; x64),
2024-01-15T01:24:36Z,bjones,10.0.0.12,https://stackoverflow.com/questions,ALLOW,Productivity,3774,30357,Mozilla/5.0 (Windows NT 10.0; Win64; x64),
2024-01-15T01:25:12Z,mwilson,10.0.0.10,https://google.com/search,ALLOW,Productivity,2294,32856,Mozilla/5.0 (Windows NT 10.0; Win64; x64),
2024-01-15T01:25:48Z,alee,10.0.0.11,https://github.com/pulls,ALLOW,Productivity,2492,44863,Mozilla/5.0 (Windows NT 10.0; Win64; x64),
2024-01-15T01:26:24Z,jsmith,10.0.0.12,https://slack.com/messages,ALLOW,Productivity,3575,1202,Mozilla/5.0 (Windows NT 10.0; Win64; x64),
2024-01-15T01:27:00Z,bjones,10.0.0.10,https://zoom.us/join,ALLOW,Productivity,2983,37965,Mozilla/5.0 (Windows NT 10.0; Win64; x64),
2024-01-15T01:27:36Z,mwilson,10.0.0.11,https://outlook.office365.com,ALLOW,Productivity,2155,28146,Mozilla/5.0 (Windows NT 10.0; Win64; x64),
2024-01-15T01:28:12Z,alee,10.0.0.12,https://stackoverflow.com/questions,ALLOW,Productivity,4151,17195,Mozilla/5.0 (Windows NT 10.0; Win64; x64),
2024-01-15T01:28:48Z,jsmith,10.0.0.10,https://google.com/search,ALLOW,Productivity,431,19964,Mozilla/5.0 (Windows NT 10.0; Win64; x64),
2024-01-15T01:29:24Z,bjones,10.0.0.11,https://github.com/pulls,ALLOW,Productivity,4457,17341,Mozilla/5.0 (Windows NT 10.0; Win64; x64),
2024-01-15T01:30:00Z,mwilson,10.0.0.12,https://slack.com/messages,ALLOW,Productivity,2959,16279,Mozilla/5.0 (Windows NT 10.0; Win64; x64),
2024-01-15T01:30:36Z,alee,10.0.0.10,https://zoom.us/join,ALLOW,Productivity,3788,1860,Mozilla/5.0 (Windows NT 10.0; Win64; x64),
2024-01-15T01:31:12Z,jsmith,10.0.0.11,https://outlook.office365.com,ALLOW,Productivity,2179,24557,Mozilla/5.0 (Windows NT 10.0; Win64; x64),
2024-01-15T01:31:48Z,bjones,10.0.0.12,https://stackoverflow.com/questions,ALLOW,Productivity,4707,33803,Mozilla/5.0 (Windows NT 10.0; Win64; x64),
2024-01-15T01:32:24Z,mwilson,10.0.0.10,https://google.com/search,ALLOW,Productivity,442,10402,Mozilla/5.0 (Windows NT 10.0; Win64; x64),
2024-01-15T01:33:00Z,alee,10.0.0.11,https://github.com/pulls,ALLOW,Productivity,4600,38096,Mozilla/5.0 (Windows NT 10.0; Win64; x64),
2024-01-15T01:33:36Z,jsmith,10.0.0.12,https://slack.com/messages,ALLOW,Productivity,1206,38009,Mozilla/5.0 (Windows NT 10.0; Win64; x64),
2024-01-15T01:34:12Z,bjones,10.0.0.10,https://zoom.us/join,ALLOW,Productivity,1559,44712,Mozilla/5.0 (Windows NT 10.0; Win64; x64),
2024-01-15T01:34:48Z,mwilson,10.0.0.11,https://outlook.office365.com,ALLOW,Productivity,4087,33038,Mozilla/5.0 (Windows NT 10.0; Win64; x64),
2024-01-15T01:35:24Z,alee,10.0.0.12,https://stackoverflow.com/questions,ALLOW,Productivity,2373,30347,Mozilla/5.0 (Windows NT 10.0; Win64; x64),
2024-01-15T01:36:00Z,jsmith,10.0.0.10,https://google.com/search,ALLOW,Productivity,942,38203,Mozilla/5.0 (Windows NT 10.0; Win64; x64),
2024-01-15T01:36:36Z,bjones,10.0.0.11,https://github.com/pulls,ALLOW,Productivity,2796,20728,Mozilla/5.0 (Windows NT 10.0; Win64; x64),
2024-01-15T01:37:12Z,mwilson,10.0.0.12,https://slack.com/messages,ALLOW,Productivity,2431,13886,Mozilla/5.0 (Windows NT 10.0; Win64; x64),
2024-01-15T01:37:48Z,alee,10.0.0.10,https://zoom.us/join,ALLOW,Productivity,3241,25110,Mozilla/5.0 (Windows NT 10.0; Win64; x64),
2024-01-15T01:38:24Z,jsmith,10.0.0.11,https://outlook.office365.com,ALLOW,Productivity,4849,16591,Mozilla/5.0 (Windows NT 10.0; Win64; x64),
2024-01-15T01:39:00Z,bjones,10.0.0.12,https://stackoverflow.com/questions,ALLOW,Productivity,4987,13444,Mozilla/5.0 (Windows NT 10.0; Win64; x64),
2024-01-15T01:39:36Z,mwilson,10.0.0.10,https://google.com/search,ALLOW,Productivity,3909,45574,Mozilla/5.0 (Windows NT 10.0; Win64; x64),
2024-01-15T01:40:12Z,alee,10.0.0.11,https://github.com/pulls,ALLOW,Productivity,3294,46984,Mozilla/5.0 (Windows NT 10.0; Win64; x64),
2024-01-15T01:40:48Z,jsmith,10.0.0.12,https://slack.com/messages,ALLOW,Productivity,221,37919,Mozilla/5.0 (Windows NT 10.0; Win64; x64),
2024-01-15T01:41:24Z,bjones,10.0.0.10,https://zoom.us/join,ALLOW,Productivity,2869,36943,Mozilla/5.0 (Windows NT 10.0; Win64; x64),
2024-01-15T01:42:00Z,mwilson,10.0.0.11,https://outlook.office365.com,ALLOW,Productivity,2515,15240,Mozilla/5.0 (Windows NT 10.0; Win64; x64),
2024-01-15T01:42:36Z,alee,10.0.0.12,https://stackoverflow.com/questions,ALLOW,Productivity,4046,11604,Mozilla/5.0 (Windows NT 10.0; Win64; x64),
2024-01-15T01:43:12Z,jsmith,10.0.0.10,https://google.com/search,ALLOW,Productivity,2915,38020,Mozilla/5.0 (Windows NT 10.0; Win64; x64),
2024-01-15T01:43:48Z,bjones,10.0.0.11,https://github.com/pulls,ALLOW,Productivity,1505,22601,Mozilla/5.0 (Windows NT 10.0; Win64; x64),
2024-01-15T01:44:24Z,mwilson,10.0.0.12,https://slack.com/messages,ALLOW,Productivity,3779,6249,Mozilla/5.0 (Windows NT 10.0; Win64; x64),
2024-01-15T01:45:00Z,alee,10.0.0.10,https://zoom.us/join,ALLOW,Productivity,3923,8930,Mozilla/5.0 (Windows NT 10.0; Win64; x64),
2024-01-15T01:45:36Z,jsmith,10.0.0.11,https://outlook.office365.com,ALLOW,Productivity,4691,39796,Mozilla/5.0 (Windows NT 10.0; Win64; x64),
2024-01-15T01:46:12Z,bjones,10.0.0.12,https://stackoverflow.com/questions,ALLOW,Productivity,3582,47625,Mozilla/5.0 (Windows NT 10.0; Win64; x64),
2024-01-15T01:46:48Z,mwilson,10.0.0.10,https://google.com/search,ALLOW,Productivity,432,20809,Mozilla/5.0 (Windows NT 10.0; Win64; x64),
2024-01-15T01:47:24Z,alee,10.0.0.11,https://github.com/pulls,ALLOW,Productivity,3334,49666,Mozilla/5.0 (Windows NT 10.0; Win64; x64),
2024-01-15T01:48:00Z,jsmith,10.0.0.12,https://slack.com/messages,ALLOW,Productivity,715,4051,Mozilla/5.0 (Windows NT 10.0; Win64; x64),
2024-01-15T01:48:36Z,bjones,10.0.0.10,https://zoom.us/join,ALLOW,Productivity,1435,19792,Mozilla/5.0 (Windows NT 10.0; Win64; x64),
2024-01-15T01:49:12Z,mwilson,10.0.0.11,https://outlook.office365.com,ALLOW,Productivity,4257,10303,Mozilla/5.0 (Windows NT 10.0; Win64; x64),
2024-01-15T01:49:48Z,alee,10.0.0.12,https://stackoverflow.com/questions,ALLOW,Productivity,3109,39278,Mozilla/5.0 (Windows NT 10.0; Win64; x64),
2024-01-15T01:50:24Z,jsmith,10.0.0.10,https://google.com/search,ALLOW,Productivity,3677,23034,Mozilla/5.0 (Windows NT 10.0; Win64; x64),
2024-01-15T01:51:00Z,bjones,10.0.0.11,https://github.com/pulls,ALLOW,Productivity,2105,25879,Mozilla/5.0 (Windows NT 10.0; Win64; x64),
2024-01-15T01:51:36Z,mwilson,10.0.0.12,https://slack.com/messages,ALLOW,Productivity,2009,16075,Mozilla/5.0 (Windows NT 10.0; Win64; x64),
2024-01-15T01:52:12Z,alee,10.0.0.10,https://zoom.us/join,ALLOW,Productivity,1998,36006,Mozilla/5.0 (Windows NT 10.0; Win64; x64),
2024-01-15T01:52:48Z,jsmith,10.0.0.11,https://outlook.office365.com,ALLOW,Productivity,3803,12487,Mozilla/5.0 (Windows NT 10.0; Win64; x64),
2024-01-15T01:53:24Z,bjones,10.0.0.12,https://stackoverflow.com/questions,ALLOW,Productivity,1052,44156,Mozilla/5.0 (Windows NT 10.0; Win64; x64),
2024-01-15T01:54:00Z,mwilson,10.0.0.10,https://google.com/search,ALLOW,Productivity,1500,29177,Mozilla/5.0 (Windows NT 10.0; Win64; x64),
2024-01-15T01:54:36Z,alee,10.0.0.11,https://github.com/pulls,ALLOW,Productivity,1227,29802,Mozilla/5.0 (Windows NT 10.0; Win64; x64),
2024-01-15T01:55:12Z,jsmith,10.0.0.12,https://slack.com/messages,ALLOW,Productivity,1504,27685,Mozilla/5.0 (Windows NT 10.0; Win64; x64),
2024-01-15T01:55:48Z,bjones,10.0.0.10,https://zoom.us/join,ALLOW,Productivity,1570,31621,Mozilla/5.0 (Windows NT 10.0; Win64; x64),
2024-01-15T01:56:24Z,mwilson,10.0.0.11,https://outlook.office365.com,ALLOW,Productivity,3280,32474,Mozilla/5.0 (Windows NT 10.0; Win64; x64),
2024-01-15T01:57:00Z,alee,10.0.0.12,https://stackoverflow.com/questions,ALLOW,Productivity,2761,38476,Mozilla/5.0 (Windows NT 10.0; Win64; x64),
2024-01-15T01:57:36Z,jsmith,10.0.0.10,https://google.com/search,ALLOW,Productivity,1109,2851,Mozilla/5.0 (Windows NT 10.0; Win64; x64),
2024-01-15T01:58:12Z,bjones,10.0.0.11,https://github.com/pulls,ALLOW,Productivity,1965,10356,Mozilla/5.0 (Windows NT 10.0; Win64; x64),
2024-01-15T01:58:48Z,mwilson,10.0.0.12,https://slack.com/messages,ALLOW,Productivity,1479,39606,Mozilla/5.0 (Windows NT 10.0; Win64; x64),
2024-01-15T01:59:24Z,alee,10.0.0.10,https://zoom.us/join,ALLOW,Productivity,4954,20358,Mozilla/5.0 (Windows NT 10.0; Win64; x64),
2024-01-15T02:00:00Z,jsmith,10.0.0.11,https://outlook.office365.com,ALLOW,Productivity,3782,1005,Mozilla/5.0 (Windows NT 10.0; Win64; x64),
2024-01-15T02:00:36Z,bjones,10.0.0.12,https://stackoverflow.com/questions,ALLOW,Productivity,1984,4732,Mozilla/5.0 (Windows NT 10.0; Win64; x64),
2024-01-15T02:01:12Z,mwilson,10.0.0.10,https://google.com/search,ALLOW,Productivity,3065,37289,Mozilla/5.0 (Windows NT 10.0; Win64; x64),
2024-01-15T02:01:48Z,alee,10.0.0.11,https://github.com/pulls,ALLOW,Productivity,3870,7400,Mozilla/5.0 (Windows NT 10.0; Win64; x64),
2024-01-15T02:02:24Z,jsmith,10.0.0.12,https://slack.com/messages,ALLOW,Productivity,4235,38682,Mozilla/5.0 (Windows NT 10.0; Win64; x64),
2024-01-15T02:03:00Z,bjones,10.0.0.10,https://zoom.us/join,ALLOW,Productivity,1056,20184,Mozilla/5.0 (Windows NT 10.0; Win64; x64),
2024-01-15T02:03:36Z,mwilson,10.0.0.11,https://outlook.office365.com,ALLOW,Productivity,1842,37722,Mozilla/5.0 (Windows NT 10.0; Win64; x64),
2024-01-15T02:04:12Z,alee,10.0.0.12,https://stackoverflow.com/questions,ALLOW,Productivity,3500,47397,Mozilla/5.0 (Windows NT 10.0; Win64; x64),
2024-01-15T02:04:48Z,jsmith,10.0.0.10,https://google.com/search,ALLOW,Productivity,4800,45695,Mozilla/5.0 (Windows NT 10.0; Win64; x64),
2024-01-15T02:05:24Z,bjones,10.0.0.11,https://github.com/pulls,ALLOW,Productivity,2567,16795,Mozilla/5.0 (Windows NT 10.0; Win64; x64),
2024-01-15T02:06:00Z,mwilson,10.0.0.12,https://slack.com/messages,ALLOW,Productivity,194,32341,Mozilla/5.0 (Windows NT 10.0; Win64; x64),
2024-01-15T02:06:36Z,alee,10.0.0.10,https://zoom.us/join,ALLOW,Productivity,3456,25352,Mozilla/5.0 (Windows NT 10.0; Win64; x64),
2024-01-15T02:07:12Z,jsmith,10.0.0.11,https://outlook.office365.com,ALLOW,Productivity,124,21679,Mozilla/5.0 (Windows NT 10.0; Win64; x64),
2024-01-15T02:07:48Z,bjones,10.0.0.12,https://stackoverflow.com/questions,ALLOW,Productivity,4383,1060,Mozilla/5.0 (Windows NT 10.0; Win64; x64),
2024-01-15T02:08:24Z,mwilson,10.0.0.10,https://google.com/search,ALLOW,Productivity,4755,42775,Mozilla/5.0 (Windows NT 10.0; Win64; x64),
2024-01-15T02:09:00Z,alee,10.0.0.11,https://github.com/pulls,ALLOW,Productivity,4941,35843,Mozilla/5.0 (Windows NT 10.0; Win64; x64),
2024-01-15T02:09:36Z,jsmith,10.0.0.12,https://slack.com/messages,ALLOW,Productivity,4107,37267,Mozilla/5.0 (Windows NT 10.0; Win64; x64),
2024-01-15T02:10:12Z,bjones,10.0.0.10,https://zoom.us/join,ALLOW,Productivity,2471,23492,Mozilla/5.0 (Windows NT 10.0; Win64; x64),
2024-01-15T02:10:48Z,mwilson,10.0.0.11,https://outlook.office365.com,ALLOW,Productivity,1983,7256,Mozilla/5.0 (Windows NT 10.0; Win64; x64),
2024-01-15T02:11:24Z,alee,10.0.0.12,https://stackoverflow.com/questions,ALLOW,Productivity,1370,43817,Mozilla/5.0 (Windows NT 10.0; Win64; x64),
2024-01-15T02:12:00Z,jsmith,10.0.0.10,https://google.com/search,ALLOW,Productivity,3306,41984,Mozilla/5.0 (Windows NT 10.0; Win64; x64),
2024-01-15T02:12:36Z,bjones,10.0.0.11,https://github.com/pulls,ALLOW,Productivity,3893,23427,Mozilla/5.0 (Windows NT 10.0; Win64; x64),
2024-01-15T02:13:12Z,mwilson,10.0.0.12,https://slack.com/messages,ALLOW,Productivity,3162,28840,Mozilla/5.0 (Windows NT 10.0; Win64; x64),
2024-01-15T02:13:48Z,alee,10.0.0.10,https://zoom.us/join,ALLOW,Productivity,4531,33638,Mozilla/5.0 (Windows NT 10.0; Win64; x64),
2024-01-15T02:14:24Z,jsmith,10.0.0.11,https://outlook.office365.com,ALLOW,Productivity,1706,23527,Mozilla/5.0 (Windows NT 10.0; Win64; x64),
2024-01-15T02:15:00Z,bjones,10.0.0.12,https://stackoverflow.com/questions,ALLOW,Productivity,4044,15446,Mozilla/5.0 (Windows NT 10.0; Win64; x64),
2024-01-15T02:15:36Z,mwilson,10.0.0.10,https://google.com/search,ALLOW,Productivity,3846,34936,Mozilla/5.0 (Windows NT 10.0; Win64; x64),
2024-01-15T02:16:12Z,alee,10.0.0.11,https://github.com/pulls,ALLOW,Productivity,597,35210,Mozilla/5.0 (Windows NT 10.0; Win64; x64),
2024-01-15T02:16:48Z,jsmith,10.0.0.12,https://slack.com/messages,ALLOW,Productivity,1160,39095,Mozilla/5.0 (Windows NT 10.0; Win64; x64),
2024-01-15T02:17:24Z,bjones,10.0.0.10,https://zoom.us/join,ALLOW,Productivity,4374,43609,Mozilla/5.0 (Windows NT 10.0; Win64; x64),
2024-01-15T02:18:00Z,mwilson,10.0.0.11,https://outlook.office365.com,ALLOW,Productivity,663,38570,Mozilla/5.0 (Windows NT 10.0; Win64; x64),
2024-01-15T02:18:36Z,alee,10.0.0.12,https://stackoverflow.com/questions,ALLOW,Productivity,4698,9743,Mozilla/5.0 (Windows NT 10.0; Win64; x64),
2024-01-15T02:19:12Z,jsmith,10.0.0.10,https://google.com/search,ALLOW,Productivity,3855,5782,Mozilla/5.0 (Windows NT 10.0; Win64; x64),
2024-01-15T02:19:48Z,bjones,10.0.0.11,https://github.com/pulls,ALLOW,Productivity,2844,36495,Mozilla/5.0 (Windows NT 10.0; Win64; x64),
2024-01-15T02:20:24Z,mwilson,10.0.0.12,https://slack.com/messages,ALLOW,Productivity,360,1680,Mozilla/5.0 (Windows NT 10.0; Win64; x64),
2024-01-15T02:21:00Z,alee,10.0.0.10,https://zoom.us/join,ALLOW,Productivity,4163,33601,Mozilla/5.0 (Windows NT 10.0; Win64; x64),
2024-01-15T02:21:36Z,jsmith,10.0.0.11,https://outlook.office365.com,ALLOW,Productivity,4761,2289,Mozilla/5.0 (Windows NT 10.0; Win64; x64),
2024-01-15T02:22:12Z,bjones,10.0.0.12,https://stackoverflow.com/questions,ALLOW,Productivity,1406,12135,Mozilla/5.0 (Windows NT 10.0; Win64; x64),
2024-01-15T02:22:48Z,mwilson,10.0.0.10,https://google.com/search,ALLOW,Productivity,4628,6156,Mozilla/5.0 (Windows NT 10.0; Win64; x64),
2024-01-15T02:23:24Z,alee,10.0.0.11,https://github.com/pulls,ALLOW,Productivity,4590,29283,Mozilla/5.0 (Windows NT 10.0; Win64; x64),
2024-01-15T02:24:00Z,jsmith,10.0.0.12,https://slack.com/messages,ALLOW,Productivity,2474,21753,Mozilla/5.0 (Windows NT 10.0; Win64; x64),
2024-01-15T02:24:36Z,bjones,10.0.0.10,https://zoom.us/join,ALLOW,Productivity,2942,42027,Mozilla/5.0 (Windows NT 10.0; Win64; x64),
2024-01-15T02:25:12Z,mwilson,10.0.0.11,https://outlook.office365.com,ALLOW,Productivity,2827,9157,Mozilla/5.0 (Windows NT 10.0; Win64; x64),
2024-01-15T02:25:48Z,alee,10.0.0.12,https://stackoverflow.com/questions,ALLOW,Productivity,1632,22827,Mozilla/5.0 (Windows NT 10.0; Win64; x64),
2024-01-15T02:26:24Z,jsmith,10.0.0.10,https://google.com/search,ALLOW,Productivity,191,7084,Mozilla/5.0 (Windows NT 10.0; Win64; x64),
2024-01-15T02:27:00Z,bjones,10.0.0.11,https://github.com/pulls,ALLOW,Productivity,2842,2438,Mozilla/5.0 (Windows NT 10.0; Win64; x64),
2024-01-15T02:27:36Z,mwilson,10.0.0.12,https://slack.com/messages,ALLOW,Productivity,277,32454,Mozilla/5.0 (Windows NT 10.0; Win64; x64),
2024-01-15T02:28:12Z,alee,10.0.0.10,https://zoom.us/join,ALLOW,Productivity,945,18718,Mozilla/5.0 (Windows NT 10.0; Win64; x64),
2024-01-15T02:28:48Z,jsmith,10.0.0.11,https://outlook.office365.com,ALLOW,Productivity,4249,22316,Mozilla/5.0 (Windows NT 10.0; Win64; x64),
2024-01-15T02:29:24Z,bjones,10.0.0.12,https://stackoverflow.com/questions,ALLOW,Productivity,3351,36306,Mozilla/5.0 (Windows NT 10.0; Win64; x64),
2024-01-15T02:30:00Z,mwilson,10.0.0.10,https://google.com/search,ALLOW,Productivity,2861,15826,Mozilla/5.0 (Windows NT 10.0; Win64; x64),
2024-01-15T02:30:36Z,alee,10.0.0.11,https://github.com/pulls,ALLOW,Productivity,2250,15091,Mozilla/5.0 (Windows NT 10.0; Win64; x64),
2024-01-15T02:31:12Z,jsmith,10.0.0.12,https://slack.com/messages,ALLOW,Productivity,1676,15721,Mozilla/5.0 (Windows NT 10.0; Win64; x64),
2024-01-15T02:31:48Z,bjones,10.0.0.10,https://zoom.us/join,ALLOW,Productivity,2039,31236,Mozilla/5.0 (Windows NT 10.0; Win64; x64),
2024-01-15T02:32:24Z,mwilson,10.0.0.11,https://outlook.office365.com,ALLOW,Productivity,3608,31951,Mozilla/5.0 (Windows NT 10.0; Win64; x64),
2024-01-15T02:33:00Z,alee,10.0.0.12,https://stackoverflow.com/questions,ALLOW,Productivity,1397,26059,Mozilla/5.0 (Windows NT 10.0; Win64; x64),
2024-01-15T02:33:36Z,jsmith,10.0.0.10,https://google.com/search,ALLOW,Productivity,3205,22939,Mozilla/5.0 (Windows NT 10.0; Win64; x64),
2024-01-15T02:34:12Z,bjones,10.0.0.11,https://github.com/pulls,ALLOW,Productivity,1076,35230,Mozilla/5.0 (Windows NT 10.0; Win64; x64),
2024-01-15T02:34:48Z,mwilson,10.0.0.12,https://slack.com/messages,ALLOW,Productivity,2656,16399,Mozilla/5.0 (Windows NT 10.0; Win64; x64),
2024-01-15T02:35:24Z,alee,10.0.0.10,https://zoom.us/join,ALLOW,Productivity,4915,25746,Mozilla/5.0 (Windows NT 10.0; Win64; x64),
2024-01-15T02:36:00Z,jsmith,10.0.0.11,https://outlook.office365.com,ALLOW,Productivity,4766,7925,Mozilla/5.0 (Windows NT 10.0; Win64; x64),
2024-01-15T02:36:36Z,bjones,10.0.0.12,https://stackoverflow.com/questions,ALLOW,Productivity,2330,16900,Mozilla/5.0 (Windows NT 10.0; Win64; x64),
2024-01-15T02:37:12Z,mwilson,10.0.0.10,https://google.com/search,ALLOW,Productivity,4105,19366,Mozilla/5.0 (Windows NT 10.0; Win64; x64),
2024-01-15T02:37:48Z,alee,10.0.0.11,https://github.com/pulls,ALLOW,Productivity,480,6783,Mozilla/5.0 (Windows NT 10.0; Win64; x64),
2024-01-15T02:38:24Z,jsmith,10.0.0.12,https://slack.com/messages,ALLOW,Productivity,353,3665,Mozilla/5.0 (Windows NT 10.0; Win64; x64),
